id;description;label
897212443741;"""✨По словам экс-участника группы «Ленинград», супру"" ";СМИ
897214669634;Расположенный в Москве Кремль — самая крупная дейс ;Путешествия
897214807143;"""ДЕТОКС - СУПЫ. 3 РЕЦЕПТА  Детокс-супы — отличный с"" ";Кулинария
897215177794;;Путешествия
897215283010;;Путешествия
897218272034;Красавец какой! ;Животные
897234509090;"""Красивые фото Владивосток, Приморский край , ,"" ";Путешествия
897237048669;🦠 Россия вышла на плато по коронавирусуИммунолог В ;СМИ
897239235709;Трофеище 🔥 Парень просто красавчик!!! ;Увлечения и хобби
897243045666;В городской администрации опубликовали список мест ;Путешествия
897246669404;Свой маленький мир в свитере... ;Развлечения и юмор
897249832769;У меня тоже так было! ;Семья дом дети
897254861148;Достойны уважения ☝ ;Авто и мото
897255985500;"""Спит малышок в своей кроватке И посапывает сладко,"" ";Семья дом дети
897268416578;.................. ;Развлечения и юмор
897271587906;"""Жизнь настолько интересна, полна и насыщенна, что"" ";Философия и религия
897277536290;"""Присоединяйся ►►► http://ok.ru/silaavto ◄◄◄, что б"" ";Авто и мото
897285386754;Воскресным утром все свои дела ради благотворитель ;СМИ
897285771612;Дeвочка - припевочка! ;Животные
897291777031;"""#здоровье  С ЭТИМ РЕЦЕПТОМ ВЫ ЗАБУДЕТЕ О ДАВЛЕНИИ"" ";Кулинария
897293983837;🦠 Одинаково ли переносят COVID-19 взрослые и дети? ;СМИ
897306793052;Правильное воспитание! ;Авто и мото
897311198045;Президент Союза пассажиров России (СПР) Кирилл Янк ;СМИ
897312166178;"""Новогодние распродажи: Держи карман шире Эксперты"" ";СМИ
897312454407;"""Невероятная история о том, как фильм Эльдара Рязан"" ";Культура и искусство
897319056930;США выбирают 3-ю мировую: Трамп отвергает мирный п ;СМИ
897319087874;Ванная комната  ;Творчество и дизайн
897319214850;Современная гостиная  ;Творчество и дизайн
897321605634;"""В НАЛИЧИИ диаметр 25 см, высота 8 см"" ";Торговля и объявления
